barcode_id,nama_produk,image_url,status
8991001100215,Ceres Dark Choco,https://cdn.britannica.com/45/219045-050-03499F21/Image-of-Ceres-by-German-Aerospace-Center-Berlin.jpg,BERHASIL
8991001100222,Ceres Milk & Dark Choco,https://balishopuk.com/wp-content/uploads/2021/05/3-3.png,BERHASIL
8991001100239,Ceres Classic,https://solarsystem.nasa.gov/system/resources/detail_files/984_poster_ceres_front_a.jpg,BERHASIL
8991001100345,Ceres Milk,https://solarsystem.nasa.gov/system/resources/detail_files/1075_PIA22660_hires.jpg,BERHASIL
8991001780430,Briko Milk Vanilla,NOT_FOUND,GAGAL
8991001780447,Cokelat Jago,https://asset-2.tstatic.net/belitung/foto/bank/images/coklat-batangan_20180921_202716.jpg,BERHASIL
8992753018796,Frisian Flag Low Fat Belgian Chocolate,https://static.vecteezy.com/system/resources/previews/048/879/975/non_2x/chocolate-product-packaging-free-png.png,BERHASIL
8992761166205,Frestea Rasa Madu,https://down-id.img.susercontent.com/file/210409b5cacf6791dcb25520a8b8eaac,BERHASIL
8992761166212,Frestea Rasa Apel,https://down-id.img.susercontent.com/file/756ff0e3c5c98f60419d8bbcd0c5d912,BERHASIL
8992775005897,Chocolatos RICH Coated Wafer Roll,NOT_FOUND,GAGAL
8992775305126,Gery Saluut Coconut,https://assets.tiptop.co.id/00791540106a.jpg,BERHASIL
8992775315057,Gery Saluut Chocolate,https://down-my.img.susercontent.com/file/ff2280e5c0e89e616febc4465037a5d9,BERHASIL
8992966111070,Kusuka Keripik Singkong Rumput Laut,https://www.tokoindonesia.co.uk/wp-content/uploads/2020/02/kusuka-cover.png,BERHASIL
8992966111162,Kusuka Keripik Singkong Ayam Lada Hitam,http://www.albertkurniawan.com/wp-content/uploads/2021/05/gaga-100-GORENG-LADA-HITAM.jpg,BERHASIL
8993007007221,INDOMILK Kids Yogurt Original,https://down-ph.img.susercontent.com/file/sg-11134201-22100-whp7b3gmy5hvde,BERHASIL
8993007007245,INDOMILK Kids Yogurt Strawberry,https://flagshipharvest.com/cdn/shop/files/WEB_INDOMILK.jpg?v=1721280975,BERHASIL
8993007007252,INDOMILK Kids Yogurt Banana Berries,https://down-id.img.susercontent.com/file/id-11134207-7r98z-lsb1cywaqtfd5d,BERHASIL
8993027133207,Happy Tos Original,https://media.designrush.com/articles/269527/conversions/Best-Product-Packaging-Examples-preview.jpg,BERHASIL
8993200661299,Cimory Yogurt Drink Lychee,https://images.squarespace-cdn.com/content/v1/5ef76b6482c2bd41d40cc305/0b7301cf-68c4-4bbc-9d64-73c71099e32a/1000002291.jpg,BERHASIL
8993200661305,Cimory Yogurt Drink Strawberry,https://souvenirsemarang.com/wp-content/uploads/2023/08/8.-cimory-dairy-land-semarang.jpg,BERHASIL
8993200661312,Cimory Yogurt Drink Red Grape,https://indotimes.net/wp-content/uploads/2022/11/cimory-5-1024x624.png,BERHASIL
8993200661336,Cimory Yogurt Drink Manggo,https://cimory.com/uploads/hospitality/filename_gsgreb1630997005.jpg,BERHASIL
8993200661343,Cimory Yogurt Mango Sticky Rice,https://i2.wp.com/blog.tripcetera.com/id/wp-content/uploads/2020/10/cimory-dairy-land.jpg,BERHASIL
8993200661350,Cimory Yogurt Drink Mixed Fruit,NOT_FOUND,GAGAL
8993200661657,Cimory Yogurt Drink Blueberry,NOT_FOUND,GAGAL
8993200663064,Cimory Yogurt Drink Original,https://cimory.com/uploads/products/variant_image_z3xx1W1701332483.jpg,BERHASIL
8993200664993,Cimory Yogurt Drink Low Fat Banana,NOT_FOUND,GAGAL
8993200665006,Cimory Yogurt Drink Low Fat Strawberry & Mango,NOT_FOUND,GAGAL
8993200665013,Cimory Yogurt Drink Low Fat Blueberry,https://thumbs.dreamstime.com/z/vector-set-product-labels-blueberry-template-food-packaging-113174121.jpg,BERHASIL
8993200666935,Cimory Yogurt Original,NOT_FOUND,GAGAL
8993200667406,Cimory Yogurt Peach,NOT_FOUND,GAGAL
8993200668335,Cimory Yogurt Brown Sugar,NOT_FOUND,GAGAL
8994504102327,Hello Panda Strawberry,https://candyfunhouse.ca/cdn/shop/products/meiji-hello-panda-strawberry-45g-_Indonesia_-nutrition-facts-candy-funhouse.jpg?v=1680542318&amp;width=4096,BERHASIL
8996001300251,Energen Vanilla,https://shopsuki.ph/cdn/shop/files/102052464_57fc7db6-88dc-41cc-9874-69aada6d572f_1024x.png?v=1728627801,BERHASIL
8996001300268,Energen Cereal,https://down-ph.img.susercontent.com/file/ph-11134207-7r98z-lldm914agmsy25,BERHASIL
8996001300275,Energen Cokelat,http://shopsuki.ph/cdn/shop/files/102052464_1024x.png?v=1705403463,BERHASIL
8996001300282,Energen Hijau,https://www.tokoindonesia.co.uk/wp-content/uploads/2019/05/energen-mung-bean.jpg,BERHASIL
8996001300299,Energen Jahe,https://www.pohian.com/wp-content/uploads/2020/07/energen-jahe.jpg,BERHASIL
8996001300305,Energen Jagung,NOT_FOUND,GAGAL
8996001300312,Energen Pandan,https://www.tokoindonesia.co.uk/wp-content/uploads/2019/05/energen-ginger.jpg,BERHASIL
8996001300329,Energen Pisang,NOT_FOUND,GAGAL
8996001300336,Energen Strawberry,https://www.tokoindonesia.co.uk/wp-content/uploads/2019/05/energen-health-drink.jpg,BERHASIL
8996001300343,Energen Jahe Instan,NOT_FOUND,GAGAL
8996001300794,Energen Oat Milk,https://static.vecteezy.com/system/resources/previews/014/762/123/original/goat-milk-product-packaging-label-food-product-illustration-design-eps-10-vector.jpg,BERHASIL
8996001300800,Energen Go Fruit,NOT_FOUND,GAGAL
8996001300817,Energen Go Fruit Strawberry,NOT_FOUND,GAGAL
8996001301012,Energen Champion,https://danliz.ph/web/image/product.template/14780/image_1024?unique=ebc7170,BERHASIL
8996001301036,Energen Kurma,NOT_FOUND,GAGAL
8996001301043,Energen Champion (isi 10),NOT_FOUND,GAGAL
8996001301050,Energen Champion (isi 5),NOT_FOUND,GAGAL
8996001301067,Energen Kurma (isi 10),NOT_FOUND,GAGAL
8996001301074,Energen Kurma (isi 5),NOT_FOUND,GAGAL
8996001301081,Energen Cokelat (isi 10),NOT_FOUND,GAGAL
8996001301098,Energen Cokelat (isi 5),NOT_FOUND,GAGAL
8996001301104,Energen Vanilla (isi 10),NOT_FOUND,GAGAL
8996001301111,Energen Vanilla (isi 5),NOT_FOUND,GAGAL
8996001301128,Energen Kacang Hijau (isi 10),NOT_FOUND,GAGAL
8996001301135,Energen Kacang Hijau (isi 5),NOT_FOUND,GAGAL
8996001301142,Energen Jagung (isi 10),NOT_FOUND,GAGAL
8996001301159,Energen Jagung (isi 5),NOT_FOUND,GAGAL
8996001301166,Energen Jahe (isi 10),NOT_FOUND,GAGAL
8996001301173,Energen Jahe (isi 5),NOT_FOUND,GAGAL
8996001301180,Energen Cereal (isi 10),NOT_FOUND,GAGAL
8996001301197,Energen Cereal (isi 5),NOT_FOUND,GAGAL
8996001301203,Energen Oat Milk (isi 10),NOT_FOUND,GAGAL
8996001301210,Energen Oat Milk (isi 5),NOT_FOUND,GAGAL
8996001301227,Energen Go Fruit (isi 10),NOT_FOUND,GAGAL
8996001301234,Energen Go Fruit (isi 5),NOT_FOUND,GAGAL
8996001301241,Energen Go Fruit Strawberry (isi 10),NOT_FOUND,GAGAL
8996001301258,Energen Go Fruit Strawberry (isi 5),NOT_FOUND,GAGAL
8996001301265,Energen Pandan (isi 10),NOT_FOUND,GAGAL
8996001301272,Energen Pandan (isi 5),NOT_FOUND,GAGAL
8996001301289,Energen Pisang (isi 10),NOT_FOUND,GAGAL
8996001301296,Energen Pisang (isi 5),NOT_FOUND,GAGAL
8996001301302,Energen Strawberry (isi 10),NOT_FOUND,GAGAL
8996001301319,Energen Strawberry (isi 5),NOT_FOUND,GAGAL
8996001301326,Energen Jahe Instan (isi 10),NOT_FOUND,GAGAL
8996001301333,Energen Jahe Instan (isi 5),NOT_FOUND,GAGAL
8996001303726,Danisa Choco Cashew,https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1019926-2.jpg,BERHASIL
8996001303733,Danisa Raisin,NOT_FOUND,GAGAL
8996001303818,Danisa (isi 5),NOT_FOUND,GAGAL
8996001303863,Danisa Butter Cookies,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13030414_XL1_20210114.jpg,BERHASIL
8996001303870,Kopiko,https://i5.walmartimages.com/seo/Kopiko-Coffee-And-Cappuccino-Candy-In-Jar-Variety-Bundle-2-Pack-800G-28-2Oz-In-Bag_a74d8352-69da-438b-9191-c4d54f3f7eec.b5aa0df17881470795bf972122598072.jpeg,BERHASIL
8996001303887,Kopiko Cappuccino,https://i5.walmartimages.com/seo/2-Bags-Kopiko-Real-Coffee-Candy-Cappuccino-Hard-Candies-Rich-Creamy-Flavor-Treat_1fb8be90-c0b1-4624-9d4b-83e60e3bac1a.030d5108edabfe67fc8717aa7851cd60.jpeg,BERHASIL
8996001303894,Kopiko Blister,https://i5.walmartimages.com/seo/2-Bags-Kopiko-Real-Coffee-Candy-Hard-Candies-Premium-Rich-Creamy-Flavor-Treat_b35fb518-6b26-4944-8e09-11b206ab9e26.1b4c6787b132977aba57427b270729bf.jpeg,BERHASIL
8996001303900,Kopiko Cappuccino Blister,https://i5.walmartimages.com/seo/Kopiko-Cappuccino-Coffee-Candy-4-23-oz-Bag-1-Pack_6729b919-45ff-4c01-b347-95a4fea01526.a3e278e71d2d6c1681636f53925a68d3.jpeg,BERHASIL
8996001303917,Kopiko (isi 50),https://i5.walmartimages.com/seo/Kopiko-2-Packs-Coffee-Candy-Pocket-Candies-Made-Indonesia-s-Beans-Contains-Real-Extract-Better-Taste-Bulk-World-s-Best_b41ba5bd-3a4d-437c-9875-881a8712077b.b4f4799ea9118af07a3ec84a977e336c.jpeg,BERHASIL
8996001303924,Kopiko Cappuccino (isi 50),NOT_FOUND,GAGAL
8996001304211,Malkist Crackers,https://m.media-amazon.com/images/I/618ANxkUdwL._SL1280_.jpg,BERHASIL
8996001304228,Danisa Butter Cookies,https://images.deliveryhero.io/image/product-information-management/66e82beadf04376affd64911.JPG,BERHASIL
8996001304235,Malkist Abon,https://garudahalal.com/app-assets/images/prd/IMG20210421215528.png,BERHASIL
8996001304242,Malkist Seaweed,https://rukminim1.flixcart.com/image/832/832/kd3f3bk0/cookie-biscuit/u/a/b/276-cheese-crackers-family-pack-malkist-original-imafu2geguh5fyfh.jpeg?q=70,BERHASIL
8996001304259,Malkist Chocolate,https://m.media-amazon.com/images/I/71xQQw7hz2L._SL1500_.jpg,BERHASIL
8996001304266,Malkist Cheese,https://www.magnikart.com/maruti-residency/wp-content/uploads/sites/4/2024/10/mayora-malkist-cheese-flavoured-cracker-biscuits-144-g-product-images-o491935067-p590126712-0-202210131533.jpg,BERHASIL
8996001304273,Malkist Cappuccino,https://9to10.in/wp-content/uploads/2024/03/71X9ReUGjgL._AC_UF10001000_QL80_.jpg,BERHASIL
8996001304280,Malkist Coconut,https://m.media-amazon.com/images/I/61y+e40RL8L._SL1000_.jpg,BERHASIL
8996001304297,Malkist Crackers,NOT_FOUND,GAGAL
8996001304303,Malkist Abon,NOT_FOUND,GAGAL
8996001304310,Malkist Seaweed,https://media.karousell.com/media/photos/products/2018/02/27/malkist_seaweed_biscuit_indonesia_1519724202_8f9f5e3d.jpg,BERHASIL
8996001304327,Malkist Chocolate,NOT_FOUND,GAGAL
8996001304334,Malkist Cheese,NOT_FOUND,GAGAL
8996001304341,Malkist Cappuccino,NOT_FOUND,GAGAL
8996001305416,Danisa (isi 2),NOT_FOUND,GAGAL
8996001307045,Choki-stix,https://down-ph.img.susercontent.com/file/id-11134207-7rasi-m3m67tjf163hb5,BERHASIL
8996001307779,Choki-choki Cokelat,https://down-id.img.susercontent.com/file/ce991fbd81eec71dd448335f39e0be95,BERHASIL
8996001308363,Choki-Choki,https://i.pinimg.com/originals/4c/67/b3/4c67b38c9808bcf7faefeebc2874dd55.jpg,BERHASIL
8996001308370,Choki-choki Cokelat (isi 5),NOT_FOUND,GAGAL
8996001309322,Choki-choki Chococashew,https://down-sg.img.susercontent.com/file/sg-11134207-7qvdu-lesbwirgddbj50,BERHASIL
8996001313695,Apetito BBQ,http://hpdesign.weebly.com/uploads/2/5/8/5/25856268/8800908_orig.jpg,BERHASIL
8996001317020,Better Sandwich Biscuit,https://www.gamepur.com/wp-content/uploads/2023/01/better-minecraft-1.jpg,BERHASIL
8996001355756,beng-beng Maxx,https://down-ph.img.susercontent.com/file/id-11134207-7r98q-lpkhg17m53c5ed,BERHASIL
8996001601051,Collagen Susu Steril,https://image.made-in-china.com/2f0j00fyhWlBIAgYgE/Medical-Steril-Product-Bvf-and-Hme-Filter-Bacterial-Filter-Mouthpiece.jpg,BERHASIL
8996006853387,Fruit Tea Apel,NOT_FOUND,GAGAL
8996006853394,Fruit Tea Stroberi,NOT_FOUND,GAGAL
8996006853431,Fruit Tea X-Treme Apel & Blackcurrant,NOT_FOUND,GAGAL
8996006858085,Fruit Tea Apel,NOT_FOUND,GAGAL
8996006858115,Fruit Tea Freeze Stroberi & Anggur,NOT_FOUND,GAGAL
8996006858160,Fruit Tea Blackcurrant,NOT_FOUND,GAGAL
8996006858320,Fruit Tea Lemon,NOT_FOUND,GAGAL
8997032210609,KIN Bulgarian Yogurt Original,https://cdn.amazon-packaging.com/dims4/default/f8d7b9a/2147483647/strip/true/crop/1273x716+0+0/resize/1440x810!/quality/90/?url=https:%2F%2Famazon-k1-prod-packaging.s3.us-west-2.amazonaws.com%2Fbrightspot%2Ff2%2F65%2Fb3dc2a3342d4b806b2e967f54ab9%2Fgetstarted.png,BERHASIL
8997032210616,KIN Bulgarian Yogurt Strawberry,https://cdn1.productnation.co/stg/sites/5/5f4763808e620.jpeg,BERHASIL
8997221581055,French Fries Original,https://www.citylit.ac.uk/media/amasty/blog/cache/H/o/1280/720/How_to_learn_French_9_tips_from_a_French_tutor.jpg,BERHASIL
8998009020193,Buavita Mangga,https://down-id.img.susercontent.com/file/36679b12da431d17444001e36f35e4ca,BERHASIL
8998694120208,Choco Mania,https://http2.mlstatic.com/D_NQ_NP_969047-MLM49361035027_032022-O.webp,BERHASIL
8998866202893,GOLDA Coffee Cappuccino,https://www.nyfa.edu/wp-content/uploads/2023/08/LInkedIN-714x1024.jpg,BERHASIL
8998866202978,GuriBee Layers,https://down-my.img.susercontent.com/file/id-11134207-7r98z-llz55ofjatjb8f,BERHASIL
89686010019,Indomie Kuah Ayam Bawang,https://i5.walmartimages.com/seo/Indomie-Halal-Certified-Original-Flavor-Mi-Goreng-Instant-Stir-Fry-Noodles-15-oz-5-Pack-Bag_5b36a7c5-dcb8-4471-8126-f8d9994e27e6.9cd9316aff157b0426c456464ebc7572.jpeg,BERHASIL
89686010026,Indomie Kuah Kaldu Ayam,https://m.media-amazon.com/images/I/71Nl08OpxkL.jpg,BERHASIL
89686010033,Indomie Kuah Kari Ayam,https://m.media-amazon.com/images/I/71sFkQaTeQS.jpg,BERHASIL
89686010057,Indomie Kuah Soto Mie,https://m.media-amazon.com/images/I/715I91-M0CL.jpg,BERHASIL
89686010064,Indomie Kuah Soto Spesial,https://cdn.statically.io/img/foodbybox.com/wp-content/uploads/2023/07/Soto-Mie-Commercial-2-465x465.jpg?quality=100&amp;f=auto,BERHASIL
89686011016,Indomie Mi Goreng,https://m.media-amazon.com/images/I/710yLnSkQgL._SL1200_.jpg,BERHASIL
89686011023,Indomie Mi Goreng Aceh,https://www.tokoindonesia.co.uk/wp-content/uploads/2020/08/Indomie-mie-goreng-aceh.png,BERHASIL
89686011030,Indomie Mi Goreng Pedas,NOT_FOUND,GAGAL
89686011047,Indomie Mi Goreng Rendang,NOT_FOUND,GAGAL
89686011054,Indomie Mi Goreng Sate,NOT_FOUND,GAGAL
89686011061,Indomie Mi Goreng Spesial,NOT_FOUND,GAGAL
89686043130,Indomie Hype Abis Ayam Geprek,https://www.tokoindonesia.co.uk/wp-content/uploads/2020/02/hype-abis.png,BERHASIL
89686590043,Chiki Balls Crafty Cheese,https://www.tokoindonesia.co.uk/wp-content/uploads/2020/09/chiki-balls.png,BERHASIL
89686591019,Chiki Balls Curious Choco,https://cdn.shopify.com/s/files/1/0312/5883/7051/products/ChikiTwist-RoastedCornChips_75g_1000x1000.png?v=1666249234,BERHASIL
89686598018,Chitato Sapi Panggang,https://as2.ftcdn.net/v2/jpg/05/30/55/73/1000_F_530557319_4HUWZPdWEG3ZKWnZCjSfWqWGyXVMLMcJ.jpg,BERHASIL
89686621034,Lays Rumput Laut,https://i5.walmartimages.com/asr/f81d57b1-c425-4f9e-a09c-e178fca8dbc0_1.8a045f9d5beec65df342502c06112c80.jpeg,BERHASIL
89686732009,Chitato Lite Rumput Laut,https://m.media-amazon.com/images/I/71zIRowrYvL.jpg,BERHASIL
89686821086,Ichi Ocha Teh Melati,https://image.indotrading.com/co175134/companygallery/721eb9d2-ef59-4723-888d-9b9536c738f6.jpg,BERHASIL
7622210355462,KRAFT All in One,https://www.packsend.com.au/media/obslijob/product-packaging-layers.webp,BERHASIL
7622210431357,KRAFT Cheddar,https://www.mawolatraders.com/wp-content/uploads/2021/04/12267963-01-scaled.jpg,BERHASIL
7622210431371,KRAFT Quick Melt,https://lokerserang.com/wp-content/uploads/2025/05/PT-Gemilang-Packaging-Indonesia.jpg,BERHASIL
8850127002013,KitKat 4 Finger,http://static.independent.co.uk/s3fs-public/thumbnails/image/2016/01/20/12/KitKat-Four-finger.jpg,BERHASIL
8886001026025,Astor Chocolate,https://static.india.com/wp-content/uploads/2021/09/IMG-0143.jpg,BERHASIL
8886013700104,GEMEZ Enaak Snack Mi,https://down-id.img.susercontent.com/file/id-11134207-7r98v-ls6in9vbxl4kff,BERHASIL
8991001100055,Ceres Festive,https://cdn.mos.cms.futurecdn.net/7yojSnrjnEZHoXtA2XLHxF.jpg,BERHASIL
8991001100215,Ceres Dark Choco,https://cdn.britannica.com/45/219045-050-03499F21/Image-of-Ceres-by-German-Aerospace-Center-Berlin.jpg,BERHASIL
8991001100222,Ceres Milk & Dark Choco,https://solarsystem.nasa.gov/system/resources/detail_files/984_poster_ceres_front_a.jpg,BERHASIL
8991001100239,Ceres Classic,https://solarsystem.nasa.gov/system/resources/detail_files/1075_PIA22660_hires.jpg,BERHASIL
8991001100345,Ceres Milk,https://cff2.earth.com/uploads/2024/12/13191006/ceres_dwarf-planet_water-rich_organic-matter_possible-life_1.jpg,BERHASIL
8991001780430,Briko Milk Vanilla,NOT_FOUND,GAGAL
8991001780447,Cokelat Jago,https://grandkakaoindonesia.com/wp-content/uploads/2023/08/packaging-box-4x3-1-1024x768.jpg,BERHASIL
8992753018796,Frisian Flag Low Fat Belgian Chocolate,https://static.vecteezy.com/system/resources/previews/048/879/975/non_2x/chocolate-product-packaging-free-png.png,BERHASIL
8992761166205,Frestea Rasa Madu,https://down-id.img.susercontent.com/file/210409b5cacf6791dcb25520a8b8eaac,BERHASIL
8992761166212,Frestea Rasa Apel,https://down-id.img.susercontent.com/file/756ff0e3c5c98f60419d8bbcd0c5d912,BERHASIL
8992775005897,Chocolatos RICH Coated Wafer Roll,NOT_FOUND,GAGAL
8992775305126,Gery Saluut Coconut,https://assets.tiptop.co.id/00791540106a.jpg,BERHASIL
8992775315057,Gery Saluut Chocolate,https://down-my.img.susercontent.com/file/ff2280e5c0e89e616febc4465037a5d9,BERHASIL
8992966111070,Kusuka Keripik Singkong Rumput Laut,https://www.tokoindonesia.co.uk/wp-content/uploads/2020/02/kusuka-cover.png,BERHASIL
8992966111162,Kusuka Keripik Singkong Ayam Lada Hitam,http://www.albertkurniawan.com/wp-content/uploads/2021/05/gaga-100-GORENG-LADA-HITAM.jpg,BERHASIL
8993007007221,INDOMILK Kids Yogurt Original,https://cdn.amazon-packaging.com/dims4/default/f8d7b9a/2147483647/strip/true/crop/1273x716+0+0/resize/1440x810!/quality/90/?url=https:%2F%2Famazon-k1-prod-packaging.s3.us-west-2.amazonaws.com%2Fbrightspot%2Ff2%2F65%2Fb3dc2a3342d4b806b2e967f54ab9%2Fgetstarted.png,BERHASIL
8993007007245,INDOMILK Kids Yogurt Strawberry,https://down-ph.img.susercontent.com/file/sg-11134201-22100-whp7b3gmy5hvde,BERHASIL
8993007007252,INDOMILK Kids Yogurt Banana Berries,https://flagshipharvest.com/cdn/shop/files/WEB_INDOMILK.jpg?v=1721280975,BERHASIL
8993027133207,Happy Tos Original,NOT_FOUND,GAGAL
8993200661299,Cimory Yogurt Drink Lychee,https://cimory.com/uploads/products/variant_image_z3xx1W1701332483.jpg,BERHASIL
8993200661305,Cimory Yogurt Drink Strawberry,https://cimory.com/uploads/products/brand_hero_JAknHh1701332836.png,BERHASIL
8993200661312,Cimory Yogurt Drink Red Grape,https://images.squarespace-cdn.com/content/v1/5ef76b6482c2bd41d40cc305/0b7301cf-68c4-4bbc-9d64-73c71099e32a/1000002291.jpg,BERHASIL
